MET1;qwen2.5-vl-72b-instruct_select_provider;qwen2.5-vl-72b-instruct_select_model;qwen2.5-vl-72b-instruct_select_modality;qwen2.5-vl-72b-instruct_optimize_prompt;qwen2.5-vl-72b-instruct_reduce_usage;qwen2.5-vl-72b-instruct_use_alternative;qwen2.5-vl-72b-instruct_abstain_from_ai;qwen2.5-vl-72b-instruct_not_sure;qwen2.5-vl-72b-instruct_other;qwen2.5-vl-72b-instruct_irrelevant;llama-3.3-70b-instruct_select_provider;llama-3.3-70b-instruct_select_model;llama-3.3-70b-instruct_select_modality;llama-3.3-70b-instruct_optimize_prompt;llama-3.3-70b-instruct_reduce_usage;llama-3.3-70b-instruct_use_alternative;llama-3.3-70b-instruct_abstain_from_ai;llama-3.3-70b-instruct_not_sure;llama-3.3-70b-instruct_other;llama-3.3-70b-instruct_irrelevant;mistral-large-instruct_select_provider;mistral-large-instruct_select_model;mistral-large-instruct_select_modality;mistral-large-instruct_optimize_prompt;mistral-large-instruct_reduce_usage;mistral-large-instruct_use_alternative;mistral-large-instruct_abstain_from_ai;mistral-large-instruct_not_sure;mistral-large-instruct_other;mistral-large-instruct_irrelevant;openai-gpt-oss-120b_select_provider;openai-gpt-oss-120b_select_model;openai-gpt-oss-120b_select_modality;openai-gpt-oss-120b_optimize_prompt;openai-gpt-oss-120b_reduce_usage;openai-gpt-oss-120b_use_alternative;openai-gpt-oss-120b_abstain_from_ai;openai-gpt-oss-120b_not_sure;openai-gpt-oss-120b_other;openai-gpt-oss-120b_irrelevant
Not using it;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;;;;;;;;;False;False;False;False;False;False;True;False;False;False
Understand the impacts that AI capable hardware has on energy consumption, mitigate that by being efficient and intentional with your AI practice.;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;;;;;;;;;;;False;False;False;False;False;False;False;False;True;False
Keeping prompts brief and concise.  Choose models that do not consume too much energy.;False;True;False;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;;;;;;;;;;;False;True;False;True;False;False;False;False;False;False
Not use it for entertainment;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;;;;;;;;;False;False;False;False;True;False;False;False;False;False
Limit the time or duration of AI usage;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;;;;;;;;;False;False;False;False;True;False;False;False;False;False
When using AI i would consider the type of work being done and how i can utilize the energy consumption by taking the task one by one ;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;;;;;;;;;;;False;False;False;False;True;False;False;False;False;False
use it only when necessary, and be concise when providing my inputs.;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;;;;;;;;;False;False;False;True;True;False;False;False;False;False
Never really thought about it and never researched.  Perhaps limit use and when using, employ a block strategy as opposed to sporadic use.;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;False;;;;;;;;;;;False;False;False;False;True;False;False;True;False;False
Use it less or not have it do energy consuming tasks for too long;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;;;;;;;;;;;False;False;False;False;True;False;False;False;False;False
Not use generative AI;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;;;;;;;;;False;False;False;False;False;False;True;False;False;False
To optimize my computations and reduce unnecessary processing, like minimizing repetitive tasks and making responses more efficient.;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;;;;;;;;;;;False;False;False;False;False;False;False;False;True;False
there is not much I can really do;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;;;;;;;;;False;False;False;False;False;False;False;True;False;False
You can't.  You either develop a power grid able to handle the load AI/deep learning will require or or stop making developments.;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;;;;;;;;;;;False;False;False;False;False;False;False;False;True;False
I think the most effective thing I could do is limit how often and how long I interact with AI. By being more mindful of when I actually need to use it, I can avoid unnecessary tasks that could be done manually or with less computational power;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;;;;;;;;;;;False;False;False;False;True;True;False;False;False;False
The most effective thing **I** could personally do to save energy when using generative AI is to be more intentional about when and how I use it.      Instead of generating multiple unnecessary queries or running complex tasks that I don’t actually need, I can refine my prompts to be as clear and specific as possible, reducing the number of iterations required. Additionally, I can avoid using AI for trivial or repetitive tasks that could be done more efficiently by a human or a simpler tool.      Beyond that, I can be mindful of the devices I use—ensuring they are energy-efficient, reducing unnecessary screen time, and leveraging AI during off-peak hours when servers are under less strain. These small choices, when combined, could make a meaningful difference in minimizing energy consumption.;False;False;False;True;True;True;False;False;True;False;False;False;False;True;True;True;False;False;True;False;;;;;;;;;;;False;False;False;True;True;True;False;False;False;False
As a local user, I'm not sure I have a great answer for this. The cost is the cost to me — my primary consideration is always getting the best results possible. I think as a society, we will get the greatest gains from optimizations in hardware and software design from the large AI companies.;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;;;;;;;;;;;False;False;False;False;False;False;False;True;False;False
Be aware of the amount of processing needed to perform the required action;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;;;;;;;;;;False;False;False;False;False;False;False;False;True;False
some times I can save energy by asking AI some questions rather than doing my own research;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;;;;;;;;;;;False;False;False;False;False;True;False;False;False;False
Not use it;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;;;;;;;;;False;False;False;False;False;False;True;False;False;False
I could limit my use to necessary tasks.;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;;;;;;;;;False;False;False;False;True;False;False;False;False;False
Make sure your prompts are short when asking questions;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;;;;;;;;;False;False;False;True;False;False;False;False;False;False
Limit my use of generative AI in general;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;;;;;;;;;False;False;False;False;True;False;False;False;False;False
Limit hours of usage;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;;;;;;;;;False;False;False;False;True;False;False;False;False;False
If I quit my other job I would probably seldom use it, past that I use it as I'm assigned.;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;;;;;;;;;;;False;False;False;False;False;False;False;False;False;True
I presume that no matter what the task, if the generative AI is used on my computer, I am only paying for the electric bill, not paying for AI services. In other words no matter what the task, AI is not costing me, at least at this point in time.;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;;;;;;;;;;;False;False;False;False;False;False;False;False;True;False
